id,date,text,message_length,hashtags
887,02-10-2024,":united_states: markets and the middle east: how investors are weathering geopolitics - u.s. news & world report:united_states: september jobs report could give stock and bond markets an october surprise - marketwatch:united_states: esports market report by revenue model, platform, games - globenewswire:united_states: wealthkernel obtains spanish license to enter the european market - private banker international:united_states: oil market faces a rude awakening if iran’s energy infrastructure is targeted, analysts say - cnbc:united_states: stock market today: us futures slip with focus on jobs report, wait for mideast moves - yahoo finance:united_states: this chart explains why the stock market looks healthier than it's been in years - inc.:united_states: 5 things to know before the stock market opens thursday - cnbc:united_states: geotextile tubes global market report 2024 - wider - globenewswire:united_states: global markets face setbacks while japan's nikkei finds favor - finimize:united_states: top  news stories :united_states::tear-off_calendar: date - oct 03, 2024",1086,[]
886,02-10-2024,":india: national stock exchange (nse)nifty50 — 25,796.90 (-13.95, -0.05%):fire: hot stocks (24h):-   company  price (%change)      idea  10.17  (-1.83%)    rpower  51.09   (4.99%)    renuka  53.86  (-1.12%)       pnb 105.21  (-1.87%)  gtlinfra 2.3900  (-0.42%) vakrangee  34.98  (-2.10%)nationalum 224.23   (6.63%):up-right_arrow: top gainers (24h):-   company  price  (%gain)  hercules 618.80 (19.99%)jaysreetea 158.45 (15.28%)       rgl 135.30 (13.27%)       dcw 106.34 (12.80%)       sah  96.14 (12.25%):down-right_arrow: top losers (24h):-   company  price   (%loss)kamopaints  33.60 (-10.02%)  optiemus 767.35  (-5.89%)weizmanind 136.44  (-5.23%)sindhutrad  23.57  (-5.04%)   kritika  17.73  (-5.03%):no_entry: market closed.",730,[]
885,02-10-2024,":india: bombay stock exchange (bse)sensex — 84,266.29 (-33.49, -0.04%):fire: hot stocks (24h):-  company  price (%change) spicejet  68.13   (6.95%)   rpower  51.10   (4.99%)     idea  10.18  (-1.74%) gtlinfra 2.3900  (-0.83%) rtnpower  16.11   (4.95%)vikaslife 4.9900  (11.63%):up-right_arrow: top gainers (24h):-   company  price  (%gain)  hercules 621.30 (20.00%)jaysreetea 157.60 (14.83%)       rgl 135.40 (13.35%)       sah  96.08 (13.24%)       dcw 106.38 (13.00%):down-right_arrow: top losers (24h):-   company    price  (%loss)kamopaints    33.59 (-9.99%)  optiemus   767.45 (-5.63%)phoenixltd 1,751.60 (-5.41%)sindhutrad    23.57 (-5.00%)   aartech    71.57 (-4.99%):no_entry: market closed.",699,[]
884,02-10-2024,":india: india’s weightage in msci emerging markets index rises to 19.9% amid china’s decline - businessline:india: primary markets in action today! krn heat exchanger, & 3 other sme shares to list on oct 3; saj hotels allotment today, last day for paramount, subam papers public issues. - the financial express:india: latest market news today live updates october 3, 2024: nifty 50, sensex today: what to expect from indian stock market in trade on october 3 amid israel-iran war | stock market news - mint:india: nifty 50, sensex today: what to expect from indian stock market in trade on october 3 amid israel-iran war | stock market news - mint:india: indian businesses view uk as key market for expansion: report - the times of india:india: retired brigadier downloads stock market app promoted on whatsapp: read what happened next - the times of india:india: indian stock market: 10 key things that changed for market overnight - gift nifty, israel-iran war to sebi f&o rules | stock market news - mint:india: share market advisor booked for ?5.97 crore fraud - hindustan times:india: stock market live updates: stock to buy today: clean science and technology (?1626.35): buy - businessline:india: buy or sell: vaishali parekh recommends three stocks to buy today — october 3 | stock market news - mint:india: top  news stories :india::tear-off_calendar: date - oct 02, 2024",1380,[]
883,01-10-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 19,493.15 (-23.30, -0.12%):fire: hot stocks (24h):-company  price (%change)    nio   7.03   (5.18%)    swn   7.11  (-0.56%)      f  10.76   (1.89%)   abev 2.5000   (2.46%)   pltr  36.56  (-1.71%)   baba 112.10   (5.63%)    ccl  18.00  (-2.62%):up-right_arrow: top gainers (24h):-company  price  (%gain)   beke  23.25 (16.75%)   arco   9.88 (13.25%)     lb  42.84  (9.51%)     zk  24.41  (9.49%)    ayi 300.58  (9.15%):down-right_arrow: top losers (24h):-company  price   (%loss)    hum 282.00 (-10.97%)    sig  93.80  (-9.06%)   clvt   6.64  (-6.55%)     ai  22.71  (-6.27%)     qs   5.39  (-6.26%):no_entry: market closed.",692,[]
882,01-10-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 17,910.36 (-278.81, -1.53%):fire: hot stocks (24h):-company  price (%change)   nvda 117.00  (-3.66%)   tsla 258.02  (-1.38%)   intc  22.69  (-3.28%)   aapl 226.21  (-2.91%)   rivn  10.44  (-6.95%)   lcid 3.2600  (-7.65%)    aal  10.90  (-3.02%):up-right_arrow: top gainers (24h):-company  price  (%gain)   bili  26.73 (14.33%)   futu 107.54 (12.43%)     li  28.60 (11.50%)    gds  22.38  (9.71%)  djtww  11.30  (8.87%):down-right_arrow: top losers (24h):-company  price  (%loss)   smmt  20.10 (-8.22%)   clsk   8.61 (-7.82%)   smtc  42.08 (-7.84%)   asts  24.10 (-7.82%)   tmdx 144.82 (-7.76%):no_entry: market closed.",722,[]
881,01-10-2024,":united_states: futures fall ahead of adp jobs report - investor's business daily:united_states: as netanyahu vows iran payback, markets watch for dangers of further escalation - cnbc:united_states: saudi arabia automotive repair and maintenance services - globenewswire:united_states: biopesticides market worth $15.66 billion by 2029 - exclusive report by marketsandmarkets:trade_mark: - pr newswire:united_states: the stock market is becoming a dumping ground - bloomberg:united_states: us adp report set to show modest gains in us private-sector employment - fxstreet:united_states: at the market: join us for the last wednesday farmers market of the year - colorado hometown weekly:united_states: ftse 100 set to open higher as british market sentiment brightens - finimize:united_states: china and middle east tensions push commodities into the spotlight: morning brief - yahoo finance:united_states: volvo cars reports slight sales increase amid market uncertainty - reuters:united_states: top  news stories :united_states::tear-off_calendar: date - oct 02, 2024",1069,[]
880,01-10-2024,":india: national stock exchange (nse)nifty50 — 25,791.50 (-19.35, -0.07%):fire: hot stocks (24h):-   company  price (%change)      idea  10.19  (-1.64%)    rpower  51.09   (4.99%)    renuka  53.95  (-0.95%)       pnb 105.22  (-1.86%)  gtlinfra 2.4100   (0.42%) vakrangee  34.40  (-3.73%)nationalum 224.00   (6.52%):up-right_arrow: top gainers (24h):-   company  price  (%gain)  hercules 618.80 (19.99%)jaysreetea 156.78 (14.06%)       rgl 136.00 (13.86%)       dcw 105.90 (12.34%)       sah  96.00 (12.08%):down-right_arrow: top losers (24h):-   company    price   (%loss)kamopaints    33.60 (-10.02%)    trigyn   129.00  (-5.89%)weizmanind   134.20  (-6.79%)  optiemus   771.00  (-5.44%)phoenixltd 1,749.00  (-5.24%):no_entry: market closed.",742,[]
879,01-10-2024,":india: bombay stock exchange (bse)sensex — 84,335.41 (+35.63, +0.04%):fire: hot stocks (24h):- company  price (%change)spicejet  68.01   (6.77%)  rpower  51.10   (4.99%)    idea  10.17  (-1.83%)gtlinfra 2.4000  (-0.41%)rtnpower  16.11   (4.95%):up-right_arrow: top gainers (24h):-   company  price  (%gain)  hercules 621.30 (20.00%)jaysreetea 158.85 (15.74%)       rgl 135.40 (13.35%)       dcw 107.42 (14.11%)       sah  96.00 (13.28%):down-right_arrow: top losers (24h):-   company  price  (%loss)kamopaints  33.59 (-9.99%)  optiemus 766.60 (-5.73%)sindhutrad  23.57 (-5.00%)   aartech  71.57 (-4.99%)pcjeweller 169.10 (-4.97%):no_entry: market closed.",655,[]
878,01-10-2024,":india: stock market holiday: nse, bse shut on account of gandhi jayanti | stock market news - mint:india: china back to dominating emerging markets as msci weight soars - bloomberg:india: daily trading desk: 2 trades for short-term gains; a specialty chemicals stock for almost 5% gain, a heavy - the economic times:india: asia-pacific markets fall as investors monitor middle east tensions; japan's nikkei down 1.7% - cnbc:india: iran-israel conflict: oil jumps 4%, markets on edge - the times of india:india: financial markets could still avoid panic amid oil price risk in middle east crisis - the guardian:india: monetary transmission improves with formality in labour market says rbi study - deccan chronicle:india: gold vs oil | yellow metal up 13%, brent crashes 17% in three months: what should you bet on amid rate cuts? | stock market news - mint:india: gold price rally cripples physical demand in key markets - mining.com:india: mukesh ambani's reliance faces market turbulence as it loses rs 80000 crore in just 48 hours - dna india:india: top  news stories :india::tear-off_calendar: date - oct 01, 2024",1118,[]
877,30-09-2024,":united_states: global folding bikes market set for significant growth as urban commuting trends evolve| exactitude consultancy - globenewswire:united_states: liability insurance market expected to firm further - business insurance:united_states: $3.55 bn protective eyewear market analysis - global - globenewswire:united_states: how the fed is upending tokenisation in the $29tn treasury market as investors dive into risk - dlnews:united_states: stock market today: dow futures dip after registering 33rd record close of 2024 - marketwatch:united_states: navigating economic hurdles: asian pulp and paper markets struggle with low confidence - fastmarkets news:united_states: stock market today: what to watch — live updates - the wall street journal:united_states: market power has grown and antitrust needs strengthening, despite what shapiro & yurukoglu and miller suggest - promarket:united_states: global investors call time on their exodus from china - reuters:united_states: analyst calls: all the market-moving wall street chatter from tuesday - cnbc:united_states: top  news stories :united_states::tear-off_calendar: date - oct 01, 2024",1149,[]
876,30-09-2024,":india: cyber warfare market will surpass us$65.9 billion to 2034 - communications today:india: three popular stocks that the death cross tells us to avoid in this bull run - mint:india: stock market today: bandhan bank, rbl bank among four stocks in f&o ban list on october 1 | stock market news - mint:india: buy or sell: vaishali parekh recommends three stocks to buy today — october 1 | stock market news - mint:india: stock market today: trade setup for nifty 50 to global markets outlook, five stocks to buy or sell on tuesday — oct 1 | stock market news - mint:india: russia says opec+ ceding oil market share for long-term stability - deccan herald:india: stock futures are flat after s&p 500 closes at a record to end winning september: live updates - cnbc:india: consumer companies vie for share of india's booming stock market - cnbc:india: japan stocks set to regain some ground after rout: markets wrap - bloomberg:india: carnival q3 earnings, market trends: asking for a trend - yahoo finance:india: top  news stories :india::tear-off_calendar: date - sep 30, 2024",1078,[]
875,29-09-2024,":united_states: how to beat 80% of stock-market pros without even trying - marketwatch:united_states: the disconnect in metals markets cannot go on - bloomberg:united_states: 5 things to know before the stock market opens monday - cnbc:united_states: wire-rope market to reach $14.4 billion, globally, by 2032 at 5.3% cagr: allied market research - globenewswire:united_states: $124 billion smart governments market assessment, 2030: - globenewswire:united_states: soybean market surprises trade with small rally - agupdate:united_states: why jpmorgan says it’s too early to buy emerging markets for the long term. - marketwatch:united_states: chinese stocks soar most since 2015, heading for bull market - bloomberg:united_states: japanese stocks tumble after ishiba elected ruling party leader - the japan times:united_states: a new report illustrates just how stuck the housing market is - crossroads today:united_states: top  news stories :united_states::tear-off_calendar: date - sep 30, 2024",997,[]
874,29-09-2024,":india: israel-hezbollah war impacts global stock markets: asia shares dragged by nikkei, china keeps rallying - hindustan times:india: short call | can q2 results justify markets' record-breaking rally? pb fintech, amara raja in focus - moneycontrol:india: manba finance shares to list today; gmp crashes ahead of stock market debut - business today:india: markets sluggish, apple growers disappointed - the tribune india:india: nse's loss could be bse's gain | stock market news - mint:india: gift nifty down 30 points; here's the trading setup for today's session - the economic times:india: global market quick take: asia – september 30, 2024 - saxo bank:india: nine-month high fpi inflows lift india’s global weight on msci em index | stock market news - mint:india: automotive software market worth $32.3 billion by 2030, globally, at a cagr of 7.8%, says marketsandmarkets - globenewswire:india: buy or sell: vaishali parekh recommends three stocks to buy today — september 30 | stock market news - mint:india: top  news stories :india::tear-off_calendar: date - sep 29, 2024",1082,[]
873,26-09-2024,":india: national stock exchange (nse)nifty50 — 26,083.40 (79.25, 0.30%):fire: hot stocks (24h):-   company  price (%change)      idea  10.21  (-1.45%)easemytrip  36.27   (5.68%)    rpower  44.15   (4.99%)  gtlinfra 2.3900   (4.82%) ramasteel  15.35   (7.43%)  zeemedia  18.05  (14.73%)  bajajhfl 159.75   (3.62%):up-right_arrow: top gainers (24h):-   company  price  (%gain) univphoto 430.00 (19.99%)      repl 222.47 (14.67%)  zeemedia  18.05 (14.73%) muktaarts 111.25 (14.30%)prsmjohnsn 238.00 (11.92%):down-right_arrow: top losers (24h):-  company    price  (%loss)  ndrauto   932.95 (-5.65%)policybzr 1,621.00 (-5.87%)     smlt   183.02 (-5.86%) optiemus   794.75 (-5.54%)    reltd   153.18 (-5.00%):counterclockwise_arrows_button: last updated: thursday, september 26, 2024 02:43:17 am est",794,[]
872,26-09-2024,":india: bombay stock exchange (bse)sensex — 85,474.99 (+305.12, +0.36%):fire: hot stocks (24h):-   company  price (%change)  fivestar 807.60  (-0.10%)  gtlinfra 2.4100   (4.78%)    rpower  44.16   (4.99%)      idea  10.18  (-1.74%)  spicejet  62.45   (0.11%)       bcg   9.78   (0.00%)easemytrip  36.09   (5.22%):up-right_arrow: top gainers (24h):-   company  price  (%gain)  zeemedia  18.20 (16.04%) muktaarts 111.00 (14.33%)prsmjohnsn 238.30 (12.04%)      hmvl 101.95 (10.05%) diamondyd 962.40  (8.44%):down-right_arrow: top losers (24h):-  company    price  (%loss)policybzr 1,615.00 (-6.25%) kfintech 1,036.05 (-5.14%)flexituff    88.16 (-5.00%)    reltd   154.05 (-5.00%)     mspl    60.04 (-4.98%):counterclockwise_arrows_button: last updated: thursday, september 26, 2024 02:45:15 am est",794,[]
871,25-09-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 19,363.71 (-142.84, -0.73%):fire: hot stocks (24h):-company  price (%change)      f  10.42  (-4.14%)    nio   5.65  (-4.88%)    bbd 2.5900   (0.39%)   pltr  37.12   (0.59%)   abev 2.3299  (-0.00%)      u  21.90  (-5.56%)    ccl  18.03  (-3.74%):up-right_arrow: top gainers (24h):-company  price  (%gain)   lspd  15.69 (12.96%)     hg  20.35  (9.47%)   bhvn  49.22  (9.28%)    vst 119.05  (5.92%)   flut 239.84  (5.11%):down-right_arrow: top losers (24h):-company price  (%loss)   phin 46.66 (-7.97%)    cxt 55.36 (-7.18%)   comp  6.15 (-6.68%)    gpn 97.06 (-6.50%)    evh 27.74 (-6.16%):no_entry: market closed.",681,[]
870,25-09-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 18,082.21 (7.68, 0.04%):fire: hot stocks (24h):-company  price (%change)   nvda 123.51   (2.18%)   intc  23.54   (3.20%)   tsla 257.02   (1.08%)   rivn  11.03  (-6.84%)   grab 3.7800   (2.16%)     mu  95.77   (1.88%)    amd 162.02   (2.34%):up-right_arrow: top gainers (24h):-company  price  (%gain)   rklb   8.62 (13.57%)  djtww   8.99 (13.29%)   prgs  63.92 (11.85%)    djt  14.13 (10.48%)   duol 287.54  (6.58%):down-right_arrow: top losers (24h):-company  price   (%loss)   cldx  36.02 (-12.06%)   medp 320.58  (-9.90%)   wfrd  87.12  (-7.77%)    txg  21.25  (-7.49%)   rivn  11.03  (-6.84%):no_entry: market closed.",724,[]
869,25-09-2024,":india: national stock exchange (nse)nifty50 — 26,023.75 (83.35, 0.32%):fire: hot stocks (24h):-   company  price (%change)easemytrip  34.70 (-15.32%)      idea  10.36  (-2.91%)    rpower  42.05   (4.99%) vakrangee  27.50  (13.08%)  gtlinfra 2.3000  (-4.56%)    vertoz  35.28   (1.73%)  zeemedia  15.63  (11.88%):up-right_arrow: top gainers (24h):-  company  price  (%gain)tipsfilms 650.70 (20.00%)muktaarts  97.33 (20.00%)     smlt 194.90 (16.23%)medicameq 523.00 (16.35%) saregama 607.90 (14.92%):down-right_arrow: top losers (24h):-   company    price   (%loss)easemytrip    34.70 (-15.32%) globusspr 1,223.00  (-5.97%) policybzr 1,732.00  (-5.81%)     clsel   283.40  (-5.03%)      sbfc    92.98  (-5.07%):no_entry: market closed.",734,[]
868,25-09-2024,":india: bombay stock exchange (bse)sensex — 85,169.87 (+255.83, +0.30%):fire: hot stocks (24h):-   company  price (%change)  spicejet  62.40  (-5.51%)easemytrip  34.25 (-16.52%)    rpower  42.06   (4.99%)      idea  10.35  (-3.09%)  gtlinfra 2.3000  (-4.96%)   unitech  12.68   (4.97%) vakrangee  27.26  (11.90%):up-right_arrow: top gainers (24h):-  company  price  (%gain)muktaarts  97.09 (20.00%)tipsfilms 658.00 (20.00%) saregama 613.00 (15.65%)    devit 147.45 (15.24%)medicameq 518.30 (15.73%):down-right_arrow: top losers (24h):-   company    price   (%loss)easemytrip    34.25 (-16.52%) policybzr 1,721.10  (-6.39%) globusspr 1,220.00  (-6.25%)  spicejet    62.40  (-5.51%)   foodsin   135.60  (-5.01%):no_entry: market closed.",734,[]
867,24-09-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 19,492.91 (47.48, 0.24%):fire: hot stocks (24h):-company  price (%change)    nio   5.84   (9.68%)   pltr  36.63  (-3.48%)   baba  96.18   (6.76%)   vale  11.10   (6.73%)    bbd 2.6050   (1.36%)   smar  55.45   (6.45%)      f  10.88  (-0.32%):up-right_arrow: top gainers (24h):-company price  (%gain)    tme 11.78 (15.75%)     mp 15.84 (11.31%)   xpev 10.56 (10.41%)    nio  5.84  (9.68%)    ymm  8.33  (9.03%):down-right_arrow: top losers (24h):-company  price  (%loss)    bfh  47.11 (-7.32%)    gpn 104.13 (-6.17%)      v 275.67 (-4.49%)   bhvn  43.95 (-4.33%)    dfs 134.13 (-4.33%):counterclockwise_arrows_button: last updated: tuesday, september 24, 2024 01:09:05 pm est",743,[]
866,24-09-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 18,059.85 (85.58, 0.48%):fire: hot stocks (24h):-company  price (%change)   nvda 121.10   (4.16%)   tsla 251.85   (0.74%)   intc  23.03   (2.11%)   sofi   7.66  (-3.32%)     jd  33.08  (11.14%)   mara  16.07  (-0.02%)    pdd 112.92  (10.38%):up-right_arrow: top gainers (24h):-company price  (%gain)  lbrda 75.78 (26.57%)  lbrdk 75.91 (24.36%)     bz 14.93 (17.28%)   bili 18.14 (13.91%)     jd 33.08 (11.14%):down-right_arrow: top losers (24h):-company    price   (%loss)    lnw    93.95 (-16.62%)    tem    51.15  (-7.60%)   idya    31.77  (-5.81%)   regn 1,029.97  (-5.68%)   brze    32.66  (-5.68%):counterclockwise_arrows_button: last updated: tuesday, september 24, 2024 01:11:03 pm est",796,[]
865,24-09-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 19,498.21 (52.78, 0.27%):fire: hot stocks (24h):-company  price (%change)    nio   5.93  (11.46%)   pltr  36.92  (-2.70%)    bbd 2.5800   (0.39%)   baba  97.23   (7.92%)   vale  11.06   (6.39%)      f  10.87  (-0.40%)    tme  11.85  (16.40%):up-right_arrow: top gainers (24h):-company price  (%gain)    tme 11.85 (16.40%)     mp 16.00 (12.44%)   xpev 10.69 (11.87%)    nio  5.93 (11.46%)    ymm  8.43 (10.35%):down-right_arrow: top losers (24h):-company  price  (%loss)    bfh  46.94 (-7.65%)    gpn 103.80 (-6.47%)      v 272.94 (-5.43%)    omf  45.92 (-4.99%)    mck 480.66 (-4.82%):no_entry: market closed.",678,[]
864,24-09-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 18,074.52 (100.25, 0.56%):fire: hot stocks (24h):-company  price (%change)   nvda 120.87   (3.97%)   intc  22.81   (1.11%)   tsla 254.27   (1.71%)   sofi   7.83  (-1.14%)     jd  33.90  (13.91%)   mara  16.41   (2.12%)   wulf   5.37   (9.82%):up-right_arrow: top gainers (24h):-company price  (%gain)  lbrda 76.87 (28.39%)  lbrdk 76.86 (25.92%)    aur  6.30 (23.77%)     bz 15.19 (19.32%)   bili 18.63 (17.02%):down-right_arrow: top losers (24h):-company price   (%loss)    lnw 90.71 (-19.50%)    tem 51.22  (-7.48%)   idya 31.37  (-7.00%)   jamf 17.49  (-6.47%)   apls 30.75  (-6.02%):no_entry: market closed.",714,[]
